time,pos_lowerbackrx,pos_upperbackrx,pos_rtibiarx,pos_ltibiarx,pos_rfemurrx,pos_lfemurrx,pos_rfootrx,pos_lfootrx,pos_rhumerusrx,pos_lhumerusrx,pos_rhumerusrz,pos_lhumerusrz,pos_rhumerusry,pos_lhumerusry,pos_rradiusrx,pos_lradiusrx,force_headrx,force_headry,force_headrz,force_lclaviclery,force_lclaviclerz,force_lfemurrx,force_lfemurry,force_lfemurrz,force_lfingersrx,force_lfootrx,force_lfootrz,force_lhandrx,force_lhandrz,force_lhumerusrx,force_lhumerusry,force_lhumerusrz,force_lowerbackrx,force_lowerbackry,force_lowerbackrz,force_lowerneckrx,force_lowerneckry,force_lowerneckrz,force_lradiusrx,force_lthumbrx,force_lthumbrz,force_ltibiarx,force_ltoesrx,force_lwristry,force_rclaviclery,force_rclaviclerz,force_rfemurrx,force_rfemurry,force_rfemurrz,force_rfingersrx,force_rfootrx,force_rfootrz,force_rhandrx,force_rhandrz,force_rhumerusrx,force_rhumerusry,force_rhumerusrz,force_rradiusrx,force_rthumbrx,force_rthumbrz,force_rtibiarx,force_rtoesrx,force_rwristry,force_thoraxrx,force_thoraxry,force_thoraxrz,force_upperbackrx,force_upperbackry,force_upperbackrz,force_upperneckrx,force_upperneckry,force_upperneckrz,iaa_lowerbackrx_g,iaa_upperbackrx_g,iaa_rtibiarx_g,iaa_ltibiarx_g,iaa_rfemurrx_g,iaa_lfemurrx_g,iaa_rfootrx_g,iaa_lfootrx_g,iaa_rhumerusrx_g,iaa_lhumerusrx_g,iaa_rhumerusrz_g,iaa_lhumerusrz_g,iaa_rhumerusry_g,iaa_lhumerusry_g,iaa_rradiusrx_g,iaa_lradiusrx_g,iaa_lowerbackrx_c,iaa_upperbackrx_c,iaa_rtibiarx_c,iaa_ltibiarx_c,iaa_rfemurrx_c,iaa_lfemurrx_c,iaa_rfootrx_c,iaa_lfootrx_c,iaa_rhumerusrx_c,iaa_lhumerusrx_c,iaa_rhumerusrz_c,iaa_lhumerusrz_c,iaa_rhumerusry_c,iaa_lhumerusry_c,iaa_rradiusrx_c,iaa_lradiusrx_c,iaa_lowerbackrx_t,iaa_upperbackrx_t,iaa_rtibiarx_t,iaa_ltibiarx_t,iaa_rfemurrx_t,iaa_lfemurrx_t,iaa_rfootrx_t,iaa_lfootrx_t,iaa_rhumerusrx_t,iaa_lhumerusrx_t,iaa_rhumerusrz_t,iaa_lhumerusrz_t,iaa_rhumerusry_t,iaa_lhumerusry_t,iaa_rradiusrx_t,iaa_lradiusrx_t,iaa_lowerbackrx_total,iaa_upperbackrx_total,iaa_rtibiarx_total,iaa_ltibiarx_total,iaa_rfemurrx_total,iaa_lfemurrx_total,iaa_rfootrx_total,iaa_lfootrx_total,iaa_rhumerusrx_total,iaa_lhumerusrx_total,iaa_rhumerusrz_total,iaa_lhumerusrz_total,iaa_rhumerusry_total,iaa_lhumerusry_total,iaa_rradiusrx_total,iaa_lradiusrx_total
0.002,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023318706932045075,-0.002334330623814278,0.0,-0.004666201317018785,0.00661445463676813,-0.0117515909420206,0.0,-0.00513713630525247,-0.0023743684013779465,0.0021798343106019004,0.0,-0.00019453409077604608,-0.0023731825540505014,0.002178550812397084,0.0,-0.0001946317416534173,0.003411005820163737,-0.00803054490285802,0.0,-0.004619539082694283,0.0034114149678536876,-0.008029960203329974,0.0,-0.004618545235476286,3.197381886366202e-05,0.0008617924107835507,0.0,0.0008937662296472128,3.064998180235534e-05,0.0008616274631066699,0.0,0.0008922774449090252,-0.0001932025117512559,-0.0003914344452140395,0.0,-0.0005846369569652953,2.346400807518023e-05,-0.0006365924578529511,0.0,-0.0006131284497777709,0.00016899619248889053,-0.0009817225530631072,0.0,-0.0008127263605742167,-3.568817618138098e-05,0.000749360834492297,0.0,0.000713672658310916,-0.00038200072445704336,0.0006827442244261264,0.0,0.0003007434999690831,-4.6925759164651026e-05,-0.0004294937025492145,0.0,-0.00047641946171386555,-0.0003627014887577218,-0.0003821787242827119,0.0,-0.0007448802130404337,8.92876554114963e-06,-0.000697623928467931,0.0,-0.0006886951629267814
0.004,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,0.33385923956496294,0.0,0.0,0.0,-0.2140888842572631,0.0,0.0,0.0,-0.07582431175748183,-0.005488791288041552,0.025879621039566814,0.8117060926653198,0.0,0.0,0.0,0.0,0.0,0.06329836769304356,0.0,0.0,0.06519615190724896,0.0,0.0,0.0,0.0,0.3340085444661247,0.0,0.0,0.0,-0.21405839993520448,0.0,0.0,0.0,-0.07852281865036881,0.04974147737937075,-0.027635966974455098,0.06072583839679653,0.0,0.0,0.06510566766052028,0.0,0.0,0.0,0.0,0.0,-0.2169488564039946,0.0,0.0,0.0,0.0,0.0,0.15171190366191922,-1.0400811510332253,1444.1616144345505,1443.2732451871793,-0.2274615813314682,-0.07968884941798335,-955.7840117868876,-956.091162217637,0.08217846629298098,-0.04859771347759774,-201.61654089791494,-201.58296014509955,0.08225994469954445,-0.048599670369813386,-201.4511034401742,-201.41744316584447,-0.09480282880680146,-0.5281455409037675,914.9040841902461,914.2811358205355,-0.09481416322888414,-0.5282421864994639,914.788657203671,914.1656008539427,-0.011090242161539976,0.1915451142742007,-206.5306228264689,-206.35016795435627,-0.011189465518121722,0.19121657395024666,-206.67703747137682,-206.4970103629447,-0.003566240416434052,-0.05117382605047483,-99.24812110751787,-99.30286117398478,-0.0036829920292418272,-0.047746658528811534,-103.14146893942879,-103.19289858998684,-0.014785754046995336,-0.08153984344847681,-15.198126346499926,-15.294451943995398,0.01618222321452123,0.07078233123694297,4.934464153168939,5.021428707620403,-0.007939106288617381,0.008046219743490055,99.85865276690075,99.85875988035562,0.005093698437732996,-0.015961309102237725,-36.52603282725691,-36.53690043792142,-0.026401212448359246,-0.03194023386806547,87.40740985180533,87.34906840548891,-0.012854896844823216,-0.04910829867051103,89.24776653039946,89.18580333488413
0.006,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7942246311697543,0.29055897114971946,-0.049061155261361296,-1.0,0.0,0.0,0.0,0.0,0.0,-0.7148051777010667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7613289416472347,-0.8101688096066371,0.13711871074850449,-0.7048187856633678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.07431204223613719,-7.165758879237362,-3568.273934232167,-3575.5140051536405,-0.37004542175955635,-1.304262593039239,2107.4255379496763,2105.7512299348773,-0.792114448044908,0.580500565638137,1400.6974842228303,1400.4858703404236,-0.7914267844815659,0.5805822957495278,1400.6795175561374,1400.4686730674055,-0.05402622317953654,-4.679089160097294,-2892.8689197772355,-2897.6020351605125,-0.054053470014162386,-4.680757069753936,-2892.936644440257,-2897.6714549800254,1.4295286536146001,1.5966414164612146,851.984878896157,855.0110489662329,1.42928189588266,1.594998128333169,852.1641351049409,855.1884151291567,-0.22365639036301888,-0.21599894975802647,899.6016285573185,899.1619732171974,-0.07438302929152663,0.29384519770416884,1001.790944910855,1002.0104070792677,0.015765525516178158,-1.0812541544265801,-19.078108850301078,-20.14359747921148,-0.07269440088258428,0.9775406966014949,173.2800822356861,174.184928531405,-0.4872149714037164,-1.2302740387998394,-1382.7992793191172,-1384.5167683293207,0.5376792357101294,0.6418703356751223,784.0703323132489,785.2498818846341,0.8246777061777131,-1.0761286251959188,-1145.1477269595066,-1145.3991778785248,0.33614685331280914,-1.303094850206199,-1175.3621140367125,-1176.3290620336059
0.008,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-0.13557823332263055,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.2720031822717601,-1.9755843433870275,3573.154792785099,3571.4512116239835,-0.5223709274638964,-0.3089470186212411,-2114.0383530680415,-2114.8696710141267,0.22892008437480205,-0.21598047672578402,-1400.6290461030746,-1400.6161064954256,0.22757256482073762,-0.2153574815574325,-1400.7747632781454,-1400.7625481948821,-0.23442385011598432,-1.0883310801974202,2871.038570044411,2869.7158151140975,-0.23441046551778655,-1.083666259766326,2871.3793208797265,2870.061244154442,-0.006236948332848158,0.40261615352902025,-849.5024893212363,-849.1061101160402,-0.004329071965145204,0.4029730704460449,-849.6172943637343,-849.2186503652534,0.07052406365637709,0.0023033026978257487,-1311.5885397680686,-1311.5157124017144,-0.42691393174208825,0.424117961191979,-1574.3409206793458,-1574.343716649896,0.1663583945103504,-0.6073845602848957,100.43750107080945,99.9964749050349,-0.31762589202311986,1.9772339039931164,-644.2979425312824,-642.6383345193124,-0.18326631584260866,-0.43965713904557324,1736.9683713040304,1736.3454478491421,0.9790099718097878,0.867959527989357,-2158.6044309497784,-2156.757461449979,-0.23222087721558538,-0.011461827633548416,1604.0858548850722,1603.842172180223,0.16444645489072673,0.022117400297529954,1731.7520404442557,1731.938604299444
0.01,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-0.6210311611827877,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2888881410575479,-5.619918624802427,-3591.285180350302,-3597.193987116162,0.00963145290403844,-1.468410761928056,2133.1226201916743,2131.66384088265,-0.9830782867431325,0.7894340699902757,1404.1340424654354,1403.9403982486826,-0.9759572773400855,0.7831073029264571,1404.1784628781315,1403.985612903718,0.07905039845651096,-3.9347496827212454,-2876.1291393482647,-2879.9848386325293,0.07814000580374714,-3.942912472794735,-2876.323183051488,-2880.1879555184787,1.2516700587973375,1.2447244863095461,850.2582176913431,852.75461223645,1.2507874509130907,1.2369876718728843,850.4059685019466,852.8937436247326,-0.12776521816934605,0.49406094011308654,1512.6922634697426,1513.0585591916863,-0.18100201157617013,0.41763600555271296,1629.7591525022035,1629.99578649618,-0.03039951859407708,-1.0608040722316048,-497.7350988974521,-498.82630248827775,-0.104366457297413,1.2788751325696674,664.2560307201663,665.4305393954386,-0.25304327946316363,-0.46283678453885013,-1578.9999097580437,-1579.7157898220457,0.6627775793791528,0.9114597393517094,2168.0660790145257,2169.6403163332566,0.6094504770374538,-1.4117324862179448,-1659.2845100469497,-1660.0867920561302,0.5801959863782047,-1.3443734683112343,-1737.301254086825,-1738.0654315687582
0.012,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.4130910521119162,-2.6144562088929106,3578.5541602887597,3576.352795131979,-0.7394342759684065,-0.23794163136148633,-2142.074940051356,-2143.052315958686,0.42311144192337213,-0.4204759226892784,-1403.3306765997356,-1403.3280410805016,0.4202356605386326,-0.41694275471033077,-1403.3185596169017,-1403.3152667110733,-0.3450173291810019,-1.3276951469761942,2862.563311862851,2860.890599386694,-0.34453595058572706,-1.3223801635049754,2862.682324824527,2861.015408710436,0.0014496230259410936,0.5608060305349207,-848.5423378946822,-847.9800822411213,0.0031669286331990065,0.5635158694650828,-848.7026608533458,-848.1359780552475,0.02871030561594945,0.2806904371915714,-1609.7111860604368,-1609.4017853176292,-0.26341420942706195,0.43911071668281054,-1652.443438036547,-1652.2677415292912,0.19690293718487162,-0.7824862960660629,692.8167951647296,692.2312118058484,-0.3079057332261659,1.8752129052536737,-667.8852105359083,-666.3179033638808,-0.23864419067465548,-0.1784887563669364,1496.2900969258867,1495.872963978845,0.9195127834646541,0.7000414871195648,-2162.7557591359546,-2161.1362048653705,-0.4082303556196205,-0.0783038951114805,1682.9576327231794,1682.4710984724481,-0.06877278144342558,-0.018867424684608558,1736.1422940715322,1736.0546538654041
0.014,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.46087556008316,-4.7511447878150825,-3596.4875153474054,-3601.6995356953034,0.316771988049787,-1.7196323283856758,2142.1941139354662,2140.7912535951305,-1.1756519461349977,1.0005411975056195,1405.6181274413589,1405.4430166927295,-1.1630711911255587,0.9874268467439202,1405.5890897991321,1405.4134454547504,0.19157126766200516,-3.6187668187070545,-2875.854166052161,-2879.281361603206,0.189931737360312,-3.626257777814078,-2875.9643147066417,-2879.4006407470956,1.1592875015355588,1.0012357893379737,850.4739830772498,852.6345063681234,1.1578355939803586,0.9910683654959338,850.6227203241442,852.7716242836206,-0.09361796080976359,0.5081072104479247,1612.789867862888,1613.2043571125262,-0.2710427237661246,0.46441225004717634,1655.7710543926783,1655.9644239189593,-0.059696886601225074,-0.8841978406235178,-695.5999982337466,-696.5438929609713,-0.09902669788717056,1.4037865013460684,671.6961113479795,673.0008711514383,-0.17730454017958408,-0.3561300906947791,-1499.321500479692,-1499.8549351105664,0.7064311104274026,1.0533459055481122,2170.482061948588,2172.2418389645636,0.6760266886843542,-1.483298456995204,-1685.8510619557255,-1686.6583337240363,0.786407209492773,-1.4042855773563037,-1739.1658367000853,-1739.7837150679488
0.016,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.563895344538416,-3.102712036696952,3583.3185628293154,3580.779746137157,-0.9204095309497404,-0.08115320198416341,-2141.7431405501848,-2142.7447032831187,0.642894853787704,-0.648743015034353,-1404.1501073400232,-1404.1559555012698,0.6390944995024106,-0.643294305053955,-1404.1048132011585,-1404.10901300671,-0.4434333415158127,-1.4377951942972502,2866.1129374391608,2864.2317089033477,-0.4429389886587414,-1.4326329032041714,2866.2150519100205,2864.3394800181577,0.0014918952910996097,0.6960674179644899,-849.2777332343408,-848.5801739210851,0.0029171177955120697,0.7012756604462856,-849.4177850449612,-848.7135922667194,0.021350893120516856,0.25448323885737634,-1609.9039289497393,-1609.6280948177614,-0.18636141707773346,0.37552811738981273,-1652.2366806764962,-1652.047513976184,0.22876682027216866,-0.9153842113487425,693.0502295134493,692.3636121223727,-0.30274582764446656,1.7728703093002558,-667.2085722922712,-665.7384478106154,-0.3123482837527618,-0.2142203750619558,1496.8290968573092,1496.3025281984944,0.9224620918336655,0.6451929800922898,-2164.21997160133,-2162.6523165294043,-0.5928165954820255,0.11886671675560212,1683.5425787530774,1683.068628874351,-0.2094887512292587,0.02003432688002027,1736.7170504833139,1736.5275960589647
0.018000000000000002,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6184710742360267,-4.175375196625136,-3600.7907341855735,-3605.5845804564347,0.6040636945145224,-2.009305516761334,2141.917804972318,2140.5125631500714,-1.3734715747974584,1.2133472861317238,1406.268745051512,1406.1086207628464,-1.3564753565794587,1.1950250504598328,1406.203096585443,1406.0416462793235,0.3071081226465582,-3.493759863010449,-2878.9283668230823,-2882.115018563446,0.3048909141060925,-3.499508612282709,-2879.0194795111443,-2882.2140972093207,1.1098158554934443,0.8213496679011949,851.1116351724895,853.0428006958841,1.1080481287359518,0.8104835703137145,851.240896845092,853.1594285441417,-0.08410564929950504,0.5066335773565029,1612.9244177330768,1613.3469456611338,-0.34201283645544533,0.5202287115832105,1655.6212219404424,1655.7994378155702,-0.08657347331493526,-0.7870100480912172,-695.7245505004748,-696.598134021881,-0.0819038111589272,1.4454778862968014,671.1722304560282,672.535804531166,-0.13707970933305091,-0.3241083923184105,-1499.8453902707292,-1500.3065783723807,0.7041638914316906,1.1179655971541136,2171.8459699534305,2173.6680994420162,0.7810140276883573,-1.5755581830129293,-1686.3958179093445,-1687.190362064669,0.9489514815881988,-1.4878105445355676,-1739.6684802941588,-1740.207339357106
0.020000000000000004,[0.26579153],[0.13666268],[0.08739792],[0.08759852],[-0.20088458],[-0.20064498],[-0.03461971],[-0.03461866],[-0.39761212],[-0.39569097],[-0.40038364],[0.39037022],[-0.18688624],[0.1908549],[0.48412263],[0.48491339],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.7069301302755946,-3.4910024442211074,3587.2510309825907,3584.466958668645,-1.0810782250654611,0.06543666865100693,-2141.5507726562896,-2142.566414212704,0.8727026375510776,-0.8896602944769794,-1404.6850817558516,-1404.7020394127774,0.8686540854906408,-0.8834024092632652,-1404.600510357784,-1404.6152586815567,-0.5305876789824362,-1.4986833595485667,2868.806907425068,2866.777636386537,-0.5304392062162133,-1.4941997955629445,2868.8872804653392,2866.86264146356,-0.007595027102922813,0.8191923576568837,-849.8104861229904,-848.9988887924364,-0.006748256553958498,0.8261380068868638,-849.9323982531736,-849.1130085028407,0.025381987285001184,0.23826278482869478,-1610.0000659030923,-1609.7364211309787,-0.12148903147331591,0.3071819336908894,-1652.132453223896,-1651.9467603216783,0.25646430666306586,-1.0003496808088632,693.0839220701353,692.3400366959895,-0.30380425590121973,1.7397433636837438,-666.7848113857808,-665.3488722779983,-0.3660430936583623,-0.2048606325958846,1497.3420219313539,1496.7711182050996,0.941900511139103,0.6189287131580716,-2165.4922833068795,-2163.931454082582,-0.7815673472958959,0.30401552890243266,1684.0531732379754,1683.575621419582,-0.3304348811526552,0.09194819479041483,1737.1585644839088,1736.9200777975466
